name,review,rating,meta,ingredients,steps,cooks_note,editors_note,nutrition_facts,url
chicken paprika,"My whole family, full of picky eaters, loves this dish, and it's great for freezing and reheating on a cold day or for an easy dinner on cold nights. This dish comes out as more like a stew than a meat with a sauce. Serve over egg noodles or hot cooked rice. Goes great with fresh, crusty pumpernickel bread for hearty winter meal. Easy to make and can be kept on low heat on the stove for lengthy parties.",4.2,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '20 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '40 mins', 'yield': '12 servings'}",[],[],"I wouldn't advise reheating with a microwave, as the sour cream can go a little off.",unknown,"{'Calories': '170', 'Carbs': '8g', 'Fat': '10g', 'Protein': '13g'}",https://www.allrecipes.com/recipe/230737/chicken-paprika/
simple stromboli,"This is a baked sandwich using frozen bread dough, meat, and cheese. My picky eaters love this for an easy weeknight meal and it's great served with a soup. My family fights over the leftovers!",4.6,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '30 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '3', 'soak_time': None, 'total_time': '40 mins', 'yield': '3 servings'}",[],[],The meat and cheese can be changed to suit your tastes.,unknown,"{'Calories': '1065', 'Carbs': '78g', 'Fat': '55g', 'Protein': '59g'}",https://www.allrecipes.com/recipe/222746/simple-stromboli/
how to make homemade pizza sauce,"This is my top-secret formula for San Marzano pizza sauce. I incorporate an old, secret trick I learned from my grandparents in this recipe. The next time you're making homemade pizza, you might as well make your own sauce too!",4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '45 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '55 mins', 'yield': '3 cups'}",[],[],I think San Marzano tomatoes from Italy are the world's best tomatoes for sauce.,unknown,"{'Calories': '54', 'Carbs': '5g', 'Fat': '4g', 'Protein': '1g'}",https://www.allrecipes.com/recipe/234536/how-to-make-homemade-pizza-sauce/
pork and bamboo shoots,Bamboo shoots pepped up with pork and spices.,4.1,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '15 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '2', 'soak_time': None, 'total_time': '30 mins', 'yield': '2 servings'}",[],[],unknown,unknown,"{'Calories': '353', 'Carbs': '12g', 'Fat': '30g', 'Protein': '12g'}",https://www.allrecipes.com/recipe/157593/pork-and-bamboo-shoots/
pesto chicken penne casserole,"Creamy, flavorful and so easy to fix. This meal-in-one will wow family and friends. Makes a lot, so freeze some or halve the recipe.",4.6,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '1 hr', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '1 hr 15 mins', 'yield': '12 servings'}",[],[],I make my own Alfredo sauce and use 2 cups in place of the jarred sauce.,unknown,"{'Calories': '760', 'Carbs': '41g', 'Fat': '47g', 'Protein': '45g'}",https://www.allrecipes.com/recipe/216470/pesto-chicken-penne-casserole/
indian chicken rub,Chicken rub with Indian flavor. Serve with white rice or vegetables.,4.4,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '1 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '24', 'soak_time': None, 'total_time': '16 mins', 'yield': '24 servings'}",[],[],unknown,unknown,"{'Calories': '13', 'Carbs': '2g', 'Fat': '1g', 'Protein': '1g'}",https://www.allrecipes.com/recipe/222775/indian-chicken-rub/
maple-brined pork loin,This recipe for maple-brined pork loin is a delicious way for you to experience just how easy it is to make a simple brine. I love the way the meat gets infused with that subtly sweet maple flavor.,4.8,"{'active_time': None, 'additional_time': '8 hrs', 'bake_time': None, 'cook_time': '1 hr 5 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '6', 'soak_time': None, 'total_time': '9 hrs 20 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '376', 'Carbs': '19g', 'Fat': '19g', 'Protein': '31g'}",https://www.allrecipes.com/recipe/220989/maple-brined-pork-loin/
creamy mushroom meatloaf,"This technique keeps the meatloaf moist, while fortifying the sauce with its flavorful drippings. Regardless, this technique will work with just about any meatloaf recipe out there.",4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '2 hrs', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '2 hrs 15 mins', 'yield': '8 servings'}",[],[],unknown,unknown,"{'Calories': '324', 'Carbs': '14g', 'Fat': '17g', 'Protein': '28g'}",https://www.allrecipes.com/recipe/219963/creamy-mushroom-meatloaf/
"spinach salad with chicken, avocado, and goat cheese","Great salad with chicken, avocado, and goat cheese.",4.9,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '20 mins', 'yield': '4 servings'}",[],[],unknown,unknown,"{'Calories': '441', 'Carbs': '18g', 'Fat': '32g', 'Protein': '26g'}",https://www.allrecipes.com/recipe/240327/spinach-salad-with-chicken-avocado-and-goat-cheese/
easy brownie in a mug,"I love this recipe, especially while babysitting younger kids (they love this) and during the hot summers (when it's unbearable to turn the oven on). It's quick, easy and clean.",3.9,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '5 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '1', 'soak_time': None, 'total_time': '10 mins', 'yield': '1 brownie'}",[],[],unknown,unknown,"{'Calories': '588', 'Carbs': '81g', 'Fat': '30g', 'Protein': '5g'}",https://www.allrecipes.com/recipe/240610/easy-brownie-in-a-mug/
"pork loin, apples, and sauerkraut",Pork roast with apples and sauerkraut is the traditional New Year's Day meal here in the land of the Pennsylvania Dutch. This is my rendition of that holiday meal. I usually serve it with mashed potatoes and applesauce.,4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '2 hrs 30 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '25 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '2 hrs 55 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '372', 'Carbs': '32g', 'Fat': '12g', 'Protein': '36g'}",https://www.allrecipes.com/recipe/240488/pork-loin-apples-and-sauerkraut/
homemade banana pudding with whipped cream topping,"Banana pudding is the epitome of comfort food when it comes to desserts. This southern classic is easy to make from scratch using mostly pantry staples. With the perfect pudding-to-cookie ratio, this delightfully sweet and creamy banana pudding tastes real in comparison to boxed pudding mixes. It might just be the best I've ever made!",4.9,"{'active_time': None, 'additional_time': '4 hrs 10 mins', 'bake_time': None, 'cook_time': '10 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '4 hrs 40 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '383', 'Carbs': '54g', 'Fat': '17g', 'Protein': '5g'}",https://www.allrecipes.com/recipe/8343037/homemade-banana-pudding-with-whipped-cream-topping/
grandma's banana pudding,"My grandma's old-fashioned banana pudding recipe was always something she made from memory, but I let her talk it out so I could write it down. She ran a country club and restaurant in her day; she can make amazing food, but she doesn't measure anything and makes most foods from memory.",4.3,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '35 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '25 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '1 hr', 'yield': None}",[],[],unknown,unknown,"{'Calories': '487', 'Carbs': '86g', 'Fat': '13g', 'Protein': '8g'}",https://www.allrecipes.com/recipe/276315/grandmas-banana-pudding/
homemade banana pudding pie,I can't stand those instant banana puddings. This one is old and authentic!,4.3,"{'active_time': None, 'additional_time': '1 hr', 'bake_time': None, 'cook_time': '30 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '30 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '2 hrs', 'yield': '1 9-inch pie'}",[],[],unknown,unknown,"{'Calories': '504', 'Carbs': '92g', 'Fat': '13g', 'Protein': '7g'}",https://www.allrecipes.com/recipe/16875/homemade-banana-pudding-pie/
southwestern pasta salad,This colorful Southwest pasta salad is full of flavor. It's always really popular at potlucks — you might want to make a double batch! ,4.5,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '10 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '30 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '240', 'Carbs': '31g', 'Fat': '10g', 'Protein': '8g'}",https://www.allrecipes.com/recipe/26297/southwestern-pasta-salad/
hot cross buns,"I love hot cross buns and look forward to making these fruity spiced buns every Easter! I like to make the dough in a bread machine, but I have included instructions at the end of this recipe for using a stand mixer.",4.6,"{'active_time': None, 'additional_time': '1 hr 45 mins', 'bake_time': None, 'cook_time': '20 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '2 hrs 25 mins', 'yield': '12 hot cross buns'}",[],[],"To make the dough in a stand mixer: Combine warm water and yeast in the bowl of the mixer and let soften for about 5 minutes. Add flour, milk powder, 1/4 cup white sugar, egg, egg white, and salt. Mix, scraping the dough down occasionally, on low speed using the dough hook for 10 minutes. Add butter, currants, and cinnamon and mix for an additional 5 minutes. Transfer dough to a greased bowl, cover with plastic wrap and a kitchen towel, and allow it to rise until doubled, about 1 hour. Proceed with the recipe instructions.",unknown,"{'Calories': '217', 'Carbs': '41g', 'Fat': '4g', 'Protein': '5g'}",https://www.allrecipes.com/recipe/7073/hot-cross-buns-i/
easy rainbow pasta salad,This rainbow pasta salad is really quick and easy to make. Great for picnics and summer parties.,4.6,"{'active_time': None, 'additional_time': '1 hr', 'bake_time': None, 'cook_time': '10 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '1 hr 25 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '387', 'Carbs': '52g', 'Fat': '17g', 'Protein': '8g'}",https://www.allrecipes.com/recipe/23445/rainbow-pasta-salad-ii/
chicken piccata with angel hair pasta,Chicken piccata pasta with a classic piccata sauce. The sauce also works well with veal medallions.,4.4,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '45 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '1 hr 5 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '543', 'Carbs': '43g', 'Fat': '23g', 'Protein': '31g'}",https://www.allrecipes.com/recipe/100690/chicken-piccata-with-angel-hair-pasta/
cucumber pasta salad,"This simple cucumber pasta salad with farfalle pasta, cucumber, onion, and dill is my husband's favorite summer side dish. Enjoy!",4.7,"{'active_time': None, 'additional_time': '2 hrs', 'bake_time': None, 'cook_time': '15 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '2 hrs 30 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '228', 'Carbs': '49g', 'Fat': '3g', 'Protein': '4g'}",https://www.allrecipes.com/recipe/228214/kims-summer-cucumber-pasta-salad/
watermelon goat cheese salad,"This watermelon goat cheese salad with greens and crunchy hazelnuts is sweet, salty, and delicious.",4.0,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '10 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '163', 'Carbs': '9g', 'Fat': '14g', 'Protein': '3g'}",https://www.allrecipes.com/recipe/265185/watermelon-goat-cheese-salad/
watermelon salad with feta,"This chunky watermelon salad with feta, arugula, red onion, and tomatoes is enjoyed by all. Thanks to the watermelon, the kids like it also!",4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '20 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '131', 'Carbs': '12g', 'Fat': '8g', 'Protein': '3g'}",https://www.allrecipes.com/recipe/215044/watermelon-feta-salad/
homestyle stuffed peppers,"These old-fashioned stuffed peppers are a classic comfort food. My mom used to make them all the time. Green bell peppers are stuffed with a mixture of ground beef and rice, then smothered in a tangy tomato sauce. I always serve them with creamy mashed potatoes, just like my mom always did.",4.5,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '1 hr 30 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '30 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '2 hrs', 'yield': None}",[],[],unknown,unknown,"{'Calories': '557', 'Carbs': '39g', 'Fat': '26g', 'Protein': '43g'}",https://www.allrecipes.com/recipe/220003/homestyle-stuffed-peppers/
watermelon basil salad,This watermelon basil salad is best served chilled. The chili powder and salt pair well with the sweetness of the watermelon.,4.9,"{'active_time': None, 'additional_time': '30 mins', 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '50 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '2', 'Carbs': '0g', 'Fat': None, 'Protein': '0g'}",https://www.allrecipes.com/recipe/254422/watermelon-basil-salad/
grilled potatoes and onion,"Grilled potatoes and onions cooked in a foil packet with the rest of your grilled meal! Start early, because it takes about a half an hour to cook. These cook over indirect heat (off to the side), so you can grill other things at the same time.",4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '30 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '45 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '278', 'Carbs': '40g', 'Fat': '12g', 'Protein': '5g'}",https://www.allrecipes.com/recipe/14512/grilled-potatoes-and-onion/
